"","YEAR","SPECIES","Abbrev","piC","vpiC","piP","vpiP","HiC","SEHiC","HiP","SEHiP","Hi","SEHi","pi","SEpi"
"1",1996,"Black","BLK",0.71264367816092,0.000471849461147915,0.603864734299517,0.00116122386878102,11998.0689655172,605.083135203316,13402.7777777778,932.514820372591,26555.3378995434,1037.99154852791,0.680365296803653,0.0157650013713535
"2",1996,"China","CHI",0.0206896551724138,4.66856989429963e-05,0,0,348.331034482759,115.791924869974,0,0,401.003424657534,133.587453460645,0.0102739726027397,0.00340896600824488
"3",1996,"Copper","COP",0.00459770114942529,1.05450744091379e-05,0.0821256038647343,0.000365927131332947,77.4068965517241,54.7162009059678,1822.77777777778,430.678208700865,1247.56621004566,235.289163298069,0.0319634703196347,0.00594660113099533
"4",1996,"DuskyDrk","DUSDRK",0.0390804597701149,8.65280586043119e-05,0.14975845410628,0.000618110968592123,657.958620689655,158.701945805305,3323.88888888889,567.754567980086,2940.69178082192,360.202316884666,0.0753424657534247,0.00892290654808454
"5",1996,"Northern","NOR",0.00229885057471264,5.28471396485665e-06,0.00483091787439614,2.33377675091601e-05,38.7034482758621,38.7034482758621,107.222222222222,107.222222222222,89.1118721461187,63.0068753745999,0.00228310502283105,0.00161347626633951
"6",1996,"Quill","QUI",0.0275862068965517,6.1809235220305e-05,0.0869565217391304,0.00038541303430176,464.441379310345,133.566857159057,1930,442.42005359777,2049.57305936073,301.169774860292,0.0525114155251142,0.00754066816021445
"7",1996,"Shortrkr","SRAK",0,0,0.00483091787439614,2.33377675091601e-05,0,0,107.222222222222,107.222222222222,44.5559360730594,44.5559360730594,0.00114155251141553,0.00114155251141553
"8",1996,"Silvergr","SGRY",0,0,0.00966183574879227,4.64489547512409e-05,0,0,214.444444444444,151.393477856764,89.1118721461187,63.0068753745999,0.00228310502283105,0.00161347626633951
"9",1996,"Tiger","TIG",0.00229885057471264,5.28471396485665e-06,0,0,38.7034482758621,38.7034482758621,0,0,89.1118721461187,63.0068753745999,0.00228310502283105,0.00161347626633951
"10",1996,"Yelleye","YEYE",0.190804597701149,0.000355756228565097,0.0531400966183575,0.000244253527911403,3212.38620689655,342.564262360453,1179.44444444444,349.907550186144,5480.3801369863,489.599500373887,0.14041095890411,0.0117446995472724
"11",1996,"Yelltail","YTAL",0,0,0.00483091787439614,2.33377675091601e-05,0,0,107.222222222222,107.222222222222,44.5559360730594,44.5559360730594,0.00114155251141553,0.00114155251141553
"12",1997,"Black","BLK",0.492254733218589,0.000430931053176698,0.57556270096463,0.000788033155557838,6970.32702237522,439.100108447281,15033.1221864952,920.472555988918,21771.3946615825,906.645658655759,0.540514775977121,0.0153942636079184
"13",1997,"Canary","CAN",0.00172117039586919,2.96242753161651e-06,0,0,24.3717728055077,24.3717728055077,0,0,76.7950428979981,54.3014944524757,0.00190657769304099,0.00134751065884743
"14",1997,"China","CHI",0.0206540447504303,3.48749227342716e-05,0,0,292.461273666093,84.645926063008,0,0,537.565300285987,143.642812224105,0.0133460438512869,0.00354468839337297
"15",1997,"Copper","COP",0.00344234079173838,5.91463979588261e-06,0.0610932475884244,0.000185035040927496,48.7435456110155,34.4750524558589,1595.69453376206,359.937851214141,844.745471877979,180.044532657339,0.0209723546234509,0.00442629579131931
"16",1997,"DuskyDrk","DUSDRK",0.0550774526678141,8.9730908405929e-05,0.0996784565916399,0.000289492457687576,779.896729776248,138.875939794547,2603.50160771704,454.457035315686,2879.81410867493,332.169052379618,0.0714966634890372,0.00795891709082094
"17",1997,"Quill","QUI",0.0154905335628227,2.62940981599341e-05,0.0353697749196141,0.00011006049658629,219.34595524957,73.2536974901944,923.823151125402,275.957634367867,1075.13060057197,203.099634710488,0.0266920877025739,0.00497892698178384
"18",1997,"Silvergr","SGRY",0.00688468158347676,1.17884185223636e-05,0.00643086816720257,2.06113293607053e-05,97.487091222031,48.7781608257121,167.967845659164,118.661416418663,230.385128693994,94.0473966378206,0.00571973307912297,0.00232949428803817
"19",1997,"Tiger","TIG",0.00344234079173838,5.91463979588261e-06,0,0,48.7435456110155,34.4750524558589,0,0,115.192564346997,66.5044956302785,0.00285986653956149,0.00164956844429723
"20",1997,"Yelleye","YEYE",0.401032702237522,0.000414147368919988,0.221864951768489,0.000556906112726629,5678.62306368331,391.924318219469,5794.89067524116,652.322651610059,12747.9771210677,696.211199203273,0.316491897044805,0.0143672116687718
"21",1998,"Black","BLK",0.565610859728507,0.000371140808286535,0.662011173184358,0.000626757366284112,7345.02262443439,394.563929374509,16779.3351955307,896.935822834653,24229.2567164179,904.760633287788,0.632089552238806,0.0131786243231624
"22",1998,"Canary","CAN",0.00904977375565611,1.35466395024585e-05,0,0,117.52036199095,48.0038194147158,0,0,171.635820895522,70.1075104627379,0.00447761194029851,0.00182456127530886
"23",1998,"China","CHI",0.00603318250377074,9.05858491336395e-06,0,0,78.3469079939668,39.1863556685458,0,0,257.453731343284,85.8913441721982,0.00671641791044776,0.00223210795672398
"24",1998,"Copper","COP",0.00150829562594268,2.27495569523784e-06,0.0139664804469274,3.85754001984677e-05,19.5867269984917,19.5867269984917,353.994413407821,157.877455337056,257.453731343284,85.8913441721982,0.00671641791044776,0.00223210795672398
"25",1998,"DuskyDrk","DUSDRK",0.0588235294117647,8.36303954672326e-05,0.111731843575419,0.000278005150438815,763.882352941176,122.828377068295,2831.95530726257,435.665082779959,2688.96119402985,280.091622087587,0.0701492537313433,0.00697955704389334
"26",1998,"Quill","QUI",0.0346907993966818,5.05851175738685e-05,0.0195530726256983,5.36995797663655e-05,450.494720965309,94.1612789601236,495.59217877095,186.546038919153,1144.23880597015,181.673502596699,0.0298507462686567,0.00465057427499818
"27",1998,"Shortrkr","SRAK",0.00603318250377074,9.05858491336395e-06,0,0,78.3469079939668,39.1863556685458,0,0,114.423880597015,57.2303036371568,0.00298507462686567,0.00149086437737924
"28",1998,"Silvergr","SGRY",0.00452488687782805,6.80424815191981e-06,0.0195530726256983,5.36995797663655e-05,58.7601809954751,33.9326555077012,495.59217877095,186.546038919153,486.301492537313,118.147200236964,0.0126865671641791,0.00305850571198866
"29",1998,"Tiger","TIG",0,0,0,0,0,0,0,0,57.2119402985075,40.4592796933763,0.00149253731343284,0.00105498908807287
"30",1998,"Yelleye","YEYE",0.313725490196078,0.000325229315705904,0.173184357541899,0.000401096739060781,4074.03921568627,288.83293324902,4389.53072625698,533.708580918626,8925.06268656716,521.826736404089,0.232835820895522,0.0115499144510386
"31",1999,"Black","BLK",0.484775641025641,0.000200295283796167,0.485627836611195,0.00037847491048413,7686.11778846154,388.503309346287,13241.1285930408,704.193359339596,21581.1320574163,768.203545950778,0.500478468899522,0.0109395784109902
"32",1999,"Canary","CAN",0.0016025641025641,1.28307609531778e-06,0,0,25.4086538461538,17.9747461137968,0,0,61.8961722488038,35.746896493201,0.00143540669856459,0.000828335636299658
"33",1999,"China","CHI",0.00801282051282051,6.37419023275849e-06,0.0136157337367625,2.03490083811698e-05,127.043269230769,40.3376201333456,371.246596066566,123.606320157967,536.433492822967,105.611914361658,0.0124401913875598,0.00242507968963936
"34",1999,"Copper","COP",0.0184294871794872,1.45066889990283e-05,0.0242057488653555,3.57876221018528e-05,292.199519230769,61.530369386869,659.993948562784,164.641944168046,1052.23492822967,148.484827067788,0.0244019138755981,0.00337581155073029
"35",1999,"DuskyDrk","DUSDRK",0.0737179487179487,5.47583101481689e-05,0.154311649016641,0.000197726612112737,1168.79807692308,126.766127796187,4207.46142208775,410.501126735407,4126.41148325359,300.684850099254,0.0956937799043062,0.00643621278678909
"36",1999,"Quill","QUI",0.0288461538461538,2.24651589851146e-05,0.0332829046898638,4.87502317352565e-05,457.355769230769,77.4218213761071,907.491679273827,192.892305207115,1217.29138755981,159.902381243021,0.0282296650717703,0.00362381035309608
"37",1999,"Redstrpe","RSTP",0,0,0,0,0,0,0,0,20.6320574162679,20.6320574162679,0.000478468899521531,0.000478468899521531
"38",1999,"Rosethrn","ROS",0,0,0.00151285930408472,2.2887432739557e-06,0,0,41.249621785174,41.249621785174,20.6320574162679,20.6320574162679,0.000478468899521531,0.000478468899521531
"39",1999,"Rougheye","REYE",0.00240384615384615,1.92306950883303e-06,0,0,38.1129807692308,22.0244120434829,0,0,61.8961722488038,35.746896493201,0.00143540669856459,0.000828335636299658
"40",1999,"Shortrkr","SRAK",0.00240384615384615,1.92306950883303e-06,0.00151285930408472,2.2887432739557e-06,38.1129807692308,22.0244120434829,41.249621785174,41.249621785174,82.5282296650718,41.2833820239439,0.00191387559808612,0.00095625042593937
"41",1999,"Silvergr","SGRY",0.0168269230769231,1.32668626597325e-05,0.0438729198184569,6.3557707159182e-05,266.790865384615,58.7421947568103,1196.23903177005,221.239149214745,1155.395215311,155.7125495343,0.0267942583732057,0.00353308415190336
"42",1999,"Tiger","TIG",0.00400641025641026,3.19996706757625e-06,0.00302571860816944,4.57055096223275e-06,63.5216346153846,28.4590256338528,82.499243570348,58.3273792486207,165.056459330144,58.4198295540901,0.00382775119617225,0.00135104511023012
"43",1999,"Yelleye","YEYE",0.358173076923077,0.000184350540409409,0.239031770045386,0.00027559936811266,5678.83413461538,318.147764463115,6517.44024205749,506.64991745628,13018.8282296651,566.827242559727,0.301913875598086,0.0100444652235597
"44",1999,"Yelltail","YTAL",0.000801282051282051,6.42052925706772e-07,0,0,12.7043269230769,12.7043269230769,0,0,20.6320574162679,20.6320574162679,0.000478468899521531,0.000478468899521531
"45",2000,"Black","BLK",0.266721044045677,0.000159657900986825,0.514240506329114,0.000395875131504739,5336.02120717781,326.437789861378,17457.4367088608,986.421202514807,20144.5685230024,865.04484833842,0.373365617433414,0.0106468080604451
"46",2000,"Canary","CAN",0,0,0,0,0,0,0,0,52.2556900726392,36.9604701857742,0.000968523002421308,0.000684683259260212
"47",2000,"China","CHI",0.00978792822185971,7.91193851672117e-06,0.00158227848101266,2.50360519147572e-06,195.817292006525,56.740624888316,53.7151898734177,53.7151898734177,391.917675544794,101.579927150698,0.00726392251815981,0.00186916507443546
"48",2000,"Copper","COP",0.0187601957585644,1.5027143521359e-05,0.0632911392405063,9.39546290556976e-05,375.31647634584,78.8476778042583,2148.60759493671,340.49344680096,1933.46053268765,229.209339717643,0.0358353510895884,0.00409144377472804
"49",2000,"DuskyDrk","DUSDRK",0.105220228384992,7.68562709580424e-05,0.174050632911392,0.000227824104745699,2105.03588907015,193.30999282804,5908.67088607595,566.92548575026,6767.11186440678,449.215156695732,0.125423728813559,0.0072901061585107
"50",2000,"Quill","QUI",0.034257748776509,2.70074738165507e-05,0.0332278481012658,5.0909284012401e-05,685.360522022838,107.231454382184,1128.01898734177,246.439730731262,1933.46053268765,229.209339717643,0.0358353510895884,0.00409144377472804
"51",2000,"Redstrpe","RSTP",0.000815660685154976,6.65302353307484e-07,0,0,16.3181076672104,16.3181076672104,0,0,26.1278450363196,26.1278450363196,0.000484261501210654,0.000484261501210654
"52",2000,"Rougheye","REYE",0.0032626427406199,2.65469216568733e-06,0,0,65.2724306688418,32.6698066382041,0,0,104.511380145278,52.2986027364552,0.00193704600484262,0.000967818878008044
"53",2000,"Shortrkr","SRAK",0.0905383360522023,6.72172618425312e-05,0.00158227848101266,2.50360519147572e-06,1811.30995106036,178.295415604134,53.7151898734177,53.7151898734177,2952.44648910412,286.134654791086,0.0547215496368039,0.00500615423783367
"54",2000,"Silvergr","SGRY",0.00734094616639478,5.94861769451173e-06,0.0316455696202532,4.85643859646004e-05,146.862969004894,49.0885732842765,1074.30379746835,240.486612919258,783.835351089588,144.240128156318,0.0145278450363196,0.00263370987227852
"55",2000,"Tiger","TIG",0.00489396411092985,3.97552100098839e-06,0.00158227848101266,2.50360519147572e-06,97.9086460032626,40.0395818296024,53.7151898734177,53.7151898734177,235.150605326877,78.5550685537502,0.00435835351089588,0.00144996629631539
"56",2000,"Yelleye","YEYE",0.452691680261011,0.000202254630925285,0.17879746835443,0.000232692446377935,9056.54975530179,451.657172867508,6069.8164556962,574.70315720191,18446.2585956416,817.348284885048,0.341888619854722,0.0104408817333798
"57",2000,"Yelltail","YTAL",0.00570962479608483,4.63430610675328e-06,0,0,114.226753670473,43.2624833470185,0,0,182.894915254237,69.2412699548177,0.00338983050847458,0.00127937188546452
"58",2001,"Black","BLK",0.410409556313993,0.00020663838804453,0.513385826771654,0.000394039147699746,10440.4087030717,496.484991455731,14144.2929133858,734.588205695503,23829.4777350192,887.935739442929,0.449697636063771,0.0116671304052678
"59",2001,"Canary","CAN",0.00170648464163823,1.45480149599153e-06,0,0,43.4112627986348,30.699203477354,0,0,58.2627817482133,41.2014308869061,0.00109950522264981,0.000777253744501549
"60",2001,"China","CHI",0.0145051194539249,1.22072766554674e-05,0.0015748031496063,2.48000496000992e-06,368.995733788396,89.6253759858669,43.3874015748031,43.3874015748031,524.36503573392,123.768472252769,0.00989554700384827,0.00232147211002294
"61",2001,"Copper","COP",0.0127986348122867,1.07897777619372e-05,0.0488188976377953,7.32422915949933e-05,325.584470989761,84.1730370648854,1345.0094488189,240.221458511196,1340.04398020891,198.316048104498,0.0252886201209456,0.00368216838747654
"62",2001,"DuskyDrk","DUSDRK",0.0742320819112628,5.86863193222736e-05,0.100787401574803,0.000142948424698111,1888.38993174061,204.041639099483,2776.7937007874,343.015008676282,4427.97141286421,363.633938293695,0.0835623969213854,0.00649022802481989
"63",2001,"Quill","QUI",0.0477815699658703,3.88543907237122e-05,0.0535433070866142,7.99312639634743e-05,1215.51535836177,163.244464610592,1475.17165354331,251.434944845244,2621.8251786696,278.400751993511,0.0494777350192413,0.00508614939887777
"64",2001,"Rougheye","REYE",0.00767918088737201,6.50743899937748e-06,0,0,195.350682593857,65.1644843398015,0,0,262.18251786696,87.4522429572099,0.00494777350192413,0.00164562510305712
"65",2001,"Shortrkr","SRAK",0.052901023890785,4.27860850231354e-05,0,0,1345.74914675768,171.860445996702,0,0,1806.14623419461,230.540423641593,0.034084661902144,0.00425551462097209
"66",2001,"Silvergr","SGRY",0.00511945392491468,4.34948344699005e-06,0.0330708661417323,5.04371986661954e-05,130.233788395904,53.1920105422509,911.135433070866,198.086340197182,786.54755360088,151.69779094177,0.0148433205057724,0.00283609808247313
"67",2001,"Tiger","TIG",0.00511945392491468,4.34948344699005e-06,0.0015748031496063,2.48000496000992e-06,130.233788395904,53.1920105422509,43.3874015748031,43.3874015748031,203.919736118747,77.1128287031346,0.00384826827927433,0.00145210652919336
"68",2001,"Yelleye","YEYE",0.366894197952218,0.000198362805688486,0.247244094488189,0.000293555918342121,9333.42150170649,467.410957802967,6811.82204724409,527.661009116855,17100.1264431006,739.363624835519,0.322704782847719,0.0109646498184289
"69",2001,"Yelltail","YTAL",0.000853242320819113,7.28022458036786e-07,0,0,21.7056313993174,21.7056313993174,0,0,29.1313908741067,29.1313908741067,0.000549752611324904,0.000549752611324904
"70",2002,"Black","BLK",0.437833037300178,0.000218786905554381,0.545582047685835,0.000348205445124672,12056.608348135,640.964565197473,18843.3127629734,928.965129678152,29789.2527173913,1080.72015930312,0.479891304347826,0.0116500458089816
"71",2002,"Bocaccio","BOC",0,0,0.00280504908835905,3.92862470220638e-06,0,0,96.8807854137447,68.5002436105165,67.4728260869565,47.7148787233421,0.00108695652173913,0.00076838532823553
"72",2002,"Canary","CAN",0,0,0.00140252454417952,1.96707509702598e-06,0,0,48.4403927068724,48.4403927068724,33.7364130434783,33.7364130434783,0.000543478260869565,0.000543478260869565
"73",2002,"China","CHI",0.00710479573712256,6.27050454636118e-06,0.00841514726507714,1.17195682044722e-05,195.644760213144,69.3641606667608,290.642356241234,118.612525165757,472.309782608696,126.380866302325,0.00760869565217391,0.00202630920261003
"74",2002,"Copper","COP",0.0133214920071048,1.16835820958306e-05,0.0336605890603086,4.56847665792438e-05,366.833925399645,95.2447296292993,1162.56942496494,236.924423693581,1315.72010869565,211.418545710199,0.021195652173913,0.00335877159945911
"75",2002,"DuskyDrk","DUSDRK",0.0799289520426288,6.53691685937742e-05,0.186535764375877,0.000213118220483966,2201.00355239787,240.11877806458,6442.57223001403,553.432906410736,7523.22010869565,513.970936693152,0.121195652173913,0.00761024702249326
"76",2002,"Quill","QUI",0.0390763765541741,3.33772563107293e-05,0.0603085553997195,7.95947100355596e-05,1076.04618117229,164.985015653694,2082.93688639551,316.705503849284,2935.06793478261,317.150363551491,0.0472826086956522,0.00494927854693738
"77",2002,"Rougheye","REYE",0.0186500888099467,1.62686782198469e-05,0.00140252454417952,1.96707509702598e-06,513.567495559503,112.962081652881,48.4403927068724,48.4403927068724,742.201086956522,158.542993847264,0.0119565217391304,0.0025345425829853
"78",2002,"Shortrkr","SRAK",0.0106571936056838,9.37210473789761e-06,0,0,293.467140319716,85.0883807775569,0,0,404.836956521739,116.98448273029,0.00652173913043478,0.00187702488800929
"79",2002,"Silvergr","SGRY",0.00799289520426288,7.04800784934804e-06,0.00561009817671809,7.83514743703044e-06,220.100355239787,73.6010441619192,193.761570827489,96.8603483548999,438.573369565217,121.772480564159,0.00706521739130435,0.00195313499817811
"80",2002,"Tiger","TIG",0.0044404973357016,3.92958161698953e-06,0.00140252454417952,1.96707509702598e-06,122.277975133215,54.7717456934008,48.4403927068724,48.4403927068724,202.41847826087,82.6749733158984,0.00326086956521739,0.00132943345407244
"81",2002,"Yelleye","YEYE",0.380994671403197,0.000209633539347171,0.152875175315568,0.000181888140572756,10491.4502664298,586.833192984319,5280.00280504909,501.877615458739,18150.1902173913,820.231065401692,0.292391304347826,0.0106068870044299
"82",2003,"Black","BLK",0.48844537815126,0.000131301361384095,0.517343904856293,0.000247717449369381,12406.0241596639,467.506539091012,15840.5530227948,657.505867142906,27960.9900582791,789.99969558275,0.499142955090847,0.00925924565691637
"83",2003,"Canary","CAN",0.00315126050420168,1.65072520306692e-06,0.00198216055500496,1.96253134378883e-06,80.0388655462185,32.7039148715398,60.6917740336967,42.9114194640577,153.631813507028,54.3382476450972,0.00274254370929037,0.000968471099202625
"84",2003,"China","CHI",0.00262605042016807,1.37632910108187e-06,0,0,66.6990546218487,29.849309106151,0,0,96.0198834418924,42.9509748809476,0.00171408981830648,0.000766038325981709
"85",2003,"Copper","COP",0.00262605042016807,1.37632910108187e-06,0.0406342913776016,3.86737556962716e-05,66.6990546218487,29.849309106151,1244.18136769078,193.556279827266,883.38292766541,130.574149004435,0.0157696263284196,0.00230709417750016
"86",2003,"Dark","DRK",0.00315126050420168,1.65072520306692e-06,0.0247770069375619,2.3971336175375e-05,80.0388655462185,32.7039148715398,758.647175421209,151.377284602017,595.323277339733,107.101947224959,0.0106273568735002,0.00189888568863403
"87",2003,"Dusky","DUS",0.00420168067226891,2.19864768880567e-06,0.0237859266600595,2.30358693977993e-05,106.718487394958,37.7762382792826,728.301288404361,148.333234876211,614.527254028111,108.821734979639,0.0109701748371615,0.00192893551363861
"88",2003,"DuskyDrk","DUSDRK",0.111344537815126,5.19952347419138e-05,0.0852329038652131,7.73494602816631e-05,2828.03991596639,201.179344329291,2609.74628344896,279.096088974635,5722.78505313678,336.957949124363,0.102159753171066,0.00560848667395936
"89",2003,"Harleq","HAR",0.000525210084033613,2.75845632370595e-07,0,0,13.3398109243697,13.3398109243697,0,0,19.2039766883785,19.2039766883785,0.000342817963661296,0.000342817963661296
"90",2003,"Quill","QUI",0.0472689075630252,2.36650330745262e-05,0.0802775024777007,7.32470486841701e-05,1200.58298319328,128.48172976372,2458.01684836472,270.994314421822,3283.88001371272,253.494107325562,0.0586218717860816,0.00435028923617743
"91",2003,"Rougheye","REYE",0.00157563025210084,8.26667178880455e-07,0.00198216055500496,1.96253134378883e-06,40.0194327731092,23.1132042235876,60.6917740336967,42.9114194640577,96.0198834418924,42.9509748809476,0.00171408981830648,0.000766038325981709
"92",2003,"Shortrkr","SRAK",0.00210084033613445,1.10164309301972e-06,0,0,53.359243697479,26.6934319256004,0,0,76.8159067535139,38.4143783833874,0.00137127185464518,0.000685283143184329
"93",2003,"Silvergr","SGRY",0.0168067226890756,8.68326682161226e-06,0.0198216055500496,1.92745133962974e-05,426.873949579832,75.8640245210326,606.917740336967,135.46163921089,998.60678779568,138.875136492026,0.0178265341103874,0.00245038201383314
"94",2003,"Tiger","TIG",0.00105042016806723,5.5140135866408e-07,0.000991080277502478,9.82240116454388e-07,26.6796218487395,18.868597156608,30.3458870168484,30.3458870168484,57.6119300651354,33.2659729143582,0.00102845389098389,0.000593574468264239
"95",2003,"Yelleye","YEYE",0.315126050420168,0.000113411257365609,0.203171456888008,0.000160607952375012,8003.88655462185,358.951331308037,6220.90683845391,425.839424419702,15459.2012341447,568.770245944647,0.275968460747343,0.00827779578712278
"96",2004,"Black","BLK",0.548541575968655,0.000107858761063798,0.485294117647059,0.000262653771844607,20364.0574662603,784.024753369044,22604.5147058824,1009.93707852714,44349.7126153846,1265.5666043885,0.529846153846154,0.00875628793283748
"97",2004,"Canary","CAN",0,0,0.00840336134453781,8.76208713212507e-06,0,0,391.420168067227,138.306195220648,206.038153846154,72.905053375647,0.00246153846153846,0.00086934724487762
"98",2004,"China","CHI",0.00740095777100566,3.1995573149292e-06,0.00945378151260504,9.84690591768346e-06,274.753156290814,67.0038218663124,440.34768907563,146.68348427796,669.624,131.707180345093,0.008,0.00156288122465404
"99",2004,"Copper","COP",0.00609490639965172,2.63839656604147e-06,0.0378151260504202,3.82598762273512e-05,226.26730518067,60.74277308519,1761.39075630252,292.697196582528,1287.73846153846,183.153573260479,0.0153846153846154,0.00215924426450742
"100",2004,"Dark","DRK",0.0470178493687418,1.95153184710279e-05,0.0388655462184874,3.92797219091756e-05,1745.49063996517,174.042629654462,1810.31827731092,296.709411631939,3734.44153846154,315.30416248363,0.0446153846153846,0.00362206789414495
