"PORT","YEAR","Species","piC","vpiC","piP","vpiP","HiC","SEHiC","HiP","SEHiP","Hi","SEHi","pi","SEpi"
"Kodiak",2010,"Black",0.529850746268657,0.00187299949584364,0.63265306122449,0.00484173261141191,7141.32835820896,1233.43156994963,4061,1048.74832100763,11202.328358209,1619.02022178994,0.563015950053222,0.0374568277772009
"Kodiak",2010,"China",0.00746268656716418,5.56916907997327e-05,0,0,100.582089552239,100.582089552239,0,0,100.582089552239,100.582089552239,0.00505513844058093,0.00507576781999641
"Kodiak",2010,"Dark",0.082089552238806,0.000566547801895025,0.163265306122449,0.00284603637373317,1106.40298507463,359.246948498584,1048,414.105116629881,2154.40298507463,548.216579122332,0.108277779819803,0.0241019099815502
"Kodiak",2010,"Dusky",0.17910447761194,0.00110545912564883,0.183673469387755,0.00312369845897543,2413.97014925373,576.190554937107,1179,445.436932937189,3592.97014925373,728.292260581713,0.180578486669032,0.0288519117229661
"Kodiak",2010,"Quillback",0.00746268656716418,5.56916907997327e-05,0.0204081632653061,0.00041649312786339,100.582089552239,100.582089552239,131,131,231.582089552239,165.159791531397,0.0116390455622576,0.00833853437666215
"Kodiak",2010,"Tiger",0.00746268656716418,5.56916907997327e-05,0,0,100.582089552239,100.582089552239,0,0,100.582089552239,100.582089552239,0.00505513844058093,0.00507576781999641
"Kodiak",2010,"Yelloweye",0.104477611940299,0.000703473989049255,0,0,1408.14925373134,413.572921213661,0,0,1408.14925373134,413.572921213661,0.070771938168133,0.0190723783792852
"Kodiak",2010,"Yellowtail",0.082089552238806,0.000566547801895025,0,0,1106.40298507463,359.246948498584,0,0,1106.40298507463,359.246948498584,0.0556065228463903,0.0168893973886098
"Kodiak",2011,"Black",0.789473684210526,0.0011006952725138,0.68,0.00294054054054054,7826.05263157895,1082.87002293089,3825.68,644.768387260736,11651.7326315789,1260.29114087704,0.749837996755193,0.0293040750074951
"Kodiak",2011,"Dark",0.111842105263158,0.000657837408963328,0.173333333333333,0.00193633633633634,1108.69078947368,291.40902996654,975.173333333333,284.653171214168,2083.86412280702,407.36550004673,0.134105420091835,0.0230115911207722
"Kodiak",2011,"Dusky",0.0131578947368421,8.5991818165141e-05,0.0933333333333333,0.00114354354354354,130.434210526316,92.7323505312555,525.093333333333,203.738993223584,655.527543859649,223.850097598396,0.0421859542994819,0.0140881683670507
"Kodiak",2011,"Tiger",0,0,0.0133333333333333,0.000177777777777778,0,0,75.0133333333333,75.0133333333333,75.0133333333333,75.0133333333333,0.0048274234721239,0.00486616438614949
"Kodiak",2011,"Yelloweye",0.0855263157894737,0.000517957384748033,0.04,0.000518918918918919,847.822368421053,250.053598315433,225.04,131.087527928397,1072.86236842105,282.330908702668,0.0690432053813664,0.0168283907418396
"Kodiak",2012,"Black",0.772020725388601,0.000916691275828434,0.757396449704142,0.00109373254571252,9596.21761658031,1161.18964455477,4605.72781065089,888.689398010073,14201.9454272312,1462.23467225912,0.767216542986937,0.0230624280728469
"Kodiak",2012,"Dark",0.00518134715025907,2.68463582914978e-05,0.0887573964497041,0.000481425720387942,64.4041450777202,64.4041450777202,539.733727810651,165.77825662111,604.137872888371,177.849161571053,0.0326366956343996,0.00897492132172307
"Kodiak",2012,"Dusky",0.196891191709845,0.000823567970504801,0.112426035502959,0.000593966797881227,2447.35751295337,451.867598583599,683.662721893491,194.238536073553,3131.02023484686,491.846455253777,0.169143765050341,0.0212671267957482
"Kodiak",2012,"DuskyDark",0,0,0.0177514792899408,0.000103787882577141,0,0,107.94674556213,64.1443526392703,107.94674556213,64.1443526392703,0.00583149184604452,0.00345606847123006
"Kodiak",2012,"Tiger",0.00518134715025907,2.68463582914978e-05,0,0,64.4041450777202,64.4041450777202,0,0,64.4041450777202,64.4041450777202,0.00347923640417699,0.00348833266080012
"Kodiak",2012,"Yelloweye",0.0207253886010363,0.000105707535772772,0.0236686390532544,0.000137550205825126,257.616580310881,130.341840773613,143.92899408284,75.0969475665279,401.545574393721,150.427879696763,0.0216922680781006,0.00790748034957309
"Kodiak",2013,"Black",0.516949152542373,0.000530175639550096,0.66120218579235,0.00123084535876796,6885.76271186441,800.134796755174,4324.92349726776,754.766495525164,11210.6862091322,1099.94916052779,0.564457288612465,0.020293453800016
"Kodiak",2013,"Dark",0.192796610169492,0.000330416299950413,0.191256830601093,0.000849877227195152,2568.05084745763,366.146155149427,1251.01092896175,280.595529004081,3819.06177641938,461.299098013196,0.192289500851889,0.0155178106813675
"Kodiak",2013,"Dusky",0.222457627118644,0.000367240406062391,0.087431693989071,0.000438392268545453,2963.13559322034,407.115478555834,571.890710382514,165.23350745613,3535.02630360285,439.369007630261,0.177988334102153,0.0157368938515067
"Kodiak",2013,"DuskyDark",0,0,0.00546448087431694,2.98605512257756e-05,0,0,35.7431693989071,35.7431693989071,35.7431693989071,35.7431693989071,0.00179966614968567,0.00181548644926558
"Kodiak",2013,"Silvergray",0,0,0.0218579234972678,0.000117473377349755,0,0,142.972677595628,73.8467528540385,142.972677595628,73.8467528540385,0.00719866459874268,0.00369550140281311
"Kodiak",2013,"Tiger",0.00211864406779661,4.48865268600977e-06,0,0,28.2203389830508,28.2203389830508,0,0,28.2203389830508,28.2203389830508,0.00142089214959221,0.00142391423549748
"Kodiak",2013,"Yelloweye",0.0402542372881356,8.20251245615415e-05,0.0327868852459016,0.000174241238471284,536.186440677966,133.053846037939,214.459016393443,92.3204237046047,750.645457071409,161.945628463646,0.037794947740366,0.00747659686033837
"Kodiak",2013,"Yellowtail",0.0254237288135593,5.26058658742546e-05,0,0,338.64406779661,102.709969313818,0,0,338.64406779661,102.709969313818,0.0170507057951065,0.00498993004631343
"Kodiak",2014,"Black",0.742937853107345,0.000541023228123497,0.777777777777778,0.00138271604938272,16066.0310734463,1700.82943001621,6306.22222222222,1056.97436678918,22372.2532956685,2002.50232510693,0.752438478985254,0.0197669569421568
"Kodiak",2014,"Bocaccio",0.00282485875706215,7.9798269973507e-06,0,0,61.0875706214689,61.0875706214689,0,0,61.0875706214689,61.0875706214689,0.00205453773993438,0.00205729379486043
"Kodiak",2014,"Dark",0.0508474576271186,0.000136719528838462,0.0873015873015873,0.000637440161249685,1099.57627118644,275.061061973921,707.84126984127,231.907359284912,1807.41754102771,359.777168681842,0.0607882669433865,0.0110276735632024
"Kodiak",2014,"Dusky",0.152542372881356,0.000366213023674451,0.0396825396825397,0.000304862685815067,3298.72881355932,530.000422059958,321.746031746032,148.99942598654,3620.47484530535,550.546343488041,0.121766214149442,0.0153126176392705
"Kodiak",2014,"Quillback",0,0,0.00793650793650794,6.29881582262535e-05,0,0,64.3492063492063,64.3492063492063,64.3492063492063,64.3492063492063,0.00216423523859706,0.0021848033942234
"Kodiak",2014,"Tiger",0.00564971751412429,1.59144425102971e-05,0,0,122.175141242938,86.7113639540062,0,0,122.175141242938,86.7113639540062,0.00410907547986876,0.00290923781421107
"Kodiak",2014,"Yelloweye",0.0423728813559322,0.000114950199097814,0.0793650793650794,0.000584530108339632,916.313559322034,248.597197501918,643.492063492063,219.416215848496,1559.8056228141,331.578109022718,0.0524604184849863,0.0103061048719507
"Kodiak",2014,"Yellowtail",0.00282485875706215,7.9798269973507e-06,0.00793650793650794,6.29881582262535e-05,61.0875706214689,61.0875706214689,64.3492063492063,64.3492063492063,125.436776970675,88.7271753309305,0.00421877297853144,0.00299034214530501
"Kodiak",2015,"Black",0.639784946236559,0.00124573064219266,0.7375,0.000485197368421053,9850.7688172043,1229.23589241195,7661.8875,1618.13584737221,17512.6563172043,2032.08870370976,0.67915366156846,0.0235377801719527
"Kodiak",2015,"China",0,0,0.0025,6.25e-06,0,0,25.9725,25.9725,25.9725,25.9725,0.00100723260684092,0.00101729427703691
"Kodiak",2015,"Dark",0.0860215053763441,0.000424982735076388,0.0875,0.000200109649122807,1324.47311827957,348.608450637701,909.0375,238.338968961327,2233.51061827957,422.295294766075,0.0866171805739382,0.0135650814061415
"Kodiak",2015,"Dusky",0.17741935483871,0.000788874201985544,0.125,0.000274122807017544,2731.72580645161,527.674757024895,1298.625,319.487384524983,4030.35080645161,616.85722665127,0.156299961469465,0.0182952083493226
"Kodiak",2015,"DuskyDark",0,0,0.005,1.2468671679198e-05,0,0,51.945,37.4824258560948,51.945,37.4824258560948,0.00201446521368184,0.00145101007402688
"Kodiak",2015,"Quillback",0.00537634408602151,2.89050757312984e-05,0,0,82.7795698924731,82.7795698924731,0,0,82.7795698924731,82.7795698924731,0.00321025245840662,0.00322489206530554
"Kodiak",2015,"Tiger",0.00537634408602151,2.89050757312984e-05,0.0075,1.8656015037594e-05,82.7795698924731,82.7795698924731,77.9175,46.8090213038356,160.697069892473,95.0975376495405,0.00623195027892938,0.00365358951142257
"Kodiak",2015,"Yelloweye",0.0752688172043011,0.000376234715464684,0.035,8.46491228070175e-05,1158.91397849462,323.959680230583,363.615,120.502894252568,1522.52897849462,345.645514853509,0.0590447909134656,0.0123760676795906
"Kodiak",2015,"Yellowtail",0.010752688172043,5.74976641573936e-05,0,0,165.559139784946,117.490363532879,0,0,165.559139784946,117.490363532879,0.00642050491681324,0.0045691203135536
"Kodiak",2016,"Black",0.560975609756098,0.000602156418129272,0.834375,0.000433208023119122,9834.46341463415,1223.12498304362,7349.175,1814.31149606757,17183.6384146341,2188.09527418446,0.65240284045082,0.0242698013705927
"Kodiak",2016,"China",0.00975609756097561,2.36208218126072e-05,0,0,171.034146341463,86.9379732019279,0,0,171.034146341463,86.9379732019279,0.00649357023203096,0.0032883068703474
"Kodiak",2016,"Dark",0.214634146341463,0.000412142615075146,0.06875,0.000200700431034483,3762.75121951219,563.228316593673,605.55,191.741112503651,4368.30121951219,594.971252109781,0.165849167375838,0.0168222898847583
"Kodiak",2016,"Dusky",0.153658536585366,0.000317964769486087,0.078125,0.000225772678291536,2693.78780487805,441.523944819532,688.125,212.227468494586,3381.91280487805,489.881508359544,0.128399438280802,0.0136751547323354
"Kodiak",2016,"Quillback",0.00975609756097561,2.36208218126072e-05,0,0,171.034146341463,86.9379732019279,0,0,171.034146341463,86.9379732019279,0.00649357023203096,0.0032883068703474
"Kodiak",2016,"Tiger",0.0121951219512195,2.94533030606709e-05,0.003125,9.765625e-06,213.792682926829,97.7234084336762,27.525,27.525,241.317682926829,101.525810417327,0.00916199107509128,0.00380020963821713
"Kodiak",2016,"Yelloweye",0.0365853658536585,8.61781830293704e-05,0.015625,4.82158601097179e-05,641.378048780488,178.080349638361,137.625,68.2504460323937,779.003048780488,190.711127915865,0.029576029795379,0.00672155118676817
"Kodiak",2016,"Yellowtail",0.0024390243902439,5.94883997620464e-06,0,0,42.7585365853659,42.7585365853659,0,0,42.7585365853659,42.7585365853659,0.00162339255800774,0.00163009058780833
"Kodiak",2017,"Black",0.741339491916859,0.000443877892688223,0.740437158469945,0.000526547870758626,12387.0415704388,1467.13912256519,4989.80601092896,915.316456390724,17376.8475813678,1729.24880231302,0.741080159560208,0.0163979810825504
"Kodiak",2017,"China",0,0,0.00546448087431694,1.4889370748195e-05,0,0,36.8251366120219,26.4279071264834,36.8251366120219,26.4279071264834,0.00157050224377439,0.00113464216710192
"Kodiak",2017,"Dark",0.0808314087759815,0.000171985398452018,0.0765027322404372,0.000193561819726535,1350.61200923788,267.427541822035,515.551912568306,131.147440084049,1866.16392180618,297.85422804717,0.0795873388692503,0.0101665036754288
"Kodiak",2017,"Dusky",0.150115473441109,0.000295325967765418,0.128415300546448,0.0003066433181699,2508.27944572748,405.716907411824,865.390710382514,194.870472068656,3373.67015611,450.089668670672,0.1438788022906,0.0132740971032325
"Kodiak",2017,"DuskyDark",0.0046189376443418,1.06425996744895e-05,0.0273224043715847,7.28106591532611e-05,77.1778290993072,54.8708642406069,184.125683060109,65.6332891830818,261.303512159416,85.5484680838947,0.0111439573592382,0.00352305099937291
"Kodiak",2017,"Quillback",0,0,0.00273224043715847,7.46513780644391e-06,0,0,18.4125683060109,18.4125683060109,18.4125683060109,18.4125683060109,0.000785251121887194,0.000794359841671294
"Kodiak",2017,"Tiger",0.0023094688221709,5.33364624057945e-06,0.00273224043715847,7.46513780644391e-06,38.5889145496536,38.5889145496536,18.4125683060109,18.4125683060109,57.0014828556645,42.756601803043,0.0024309741920703,0.00182355922356962
"Kodiak",2017,"Yelloweye",0.0207852193995381,4.71138751251184e-05,0.0163934426229508,4.41772538682708e-05,347.300230946882,120.729657436816,110.475409836066,48.3732364776853,457.775640782948,130.060063786456,0.0195230143629712,0.00525456457884073
"Kodiak",2018,"Black",0.751898734177215,0.000473469613502327,0.759615384615385,0.000587137788009665,13412.3696202532,1560.47789019528,6589.66346153846,1276.23129837848,20002.0330817916,2015.90118129564,0.75442360660022,0.0166529923757902
"Kodiak",2018,"China",0.00506329113924051,1.27859244215223e-05,0.0128205128205128,4.0695007303961e-05,90.3189873417722,64.1901746745936,111.217948717949,58.3309015528618,201.536936059721,86.7344948721354,0.00760143839096748,0.00320749764154591
"Kodiak",2018,"Dark",0.108860759493671,0.000246218514051096,0.108974358974359,0.000312215267075519,1941.8582278481,353.942226207578,945.352564102564,235.12286919037,2887.21079195067,424.921008081605,0.108897929014094,0.0120365791342266
"Kodiak",2018,"Dusky",0.0962025316455696,0.000220679199366885,0.0833333333333333,0.000245623436941765,1716.06075949367,326.732983708525,722.916666666667,192.092069211015,2438.97742616034,379.016893682649,0.0919917559748175,0.0112509766581804
"Kodiak",2018,"Quillback",0.00506329113924051,1.27859244215223e-05,0.00320512820512821,1.02728468113084e-05,90.3189873417722,64.1901746745936,27.8044871794872,27.8044871794872,118.123474521259,69.953327526781,0.00445530398375361,0.00262597483208931
"Kodiak",2018,"Tiger",0.00759493670886076,1.91300853940334e-05,0.00641025641025641,2.04796302990713e-05,135.478481012658,79.0126317017229,55.6089743589744,39.9733455661056,191.087455371633,88.5486551234936,0.00720731171016605,0.00329474447442174
"Kodiak",2018,"Yelloweye",0.0253164556962025,6.2628255754276e-05,0.0256410256410256,8.03330014311958e-05,451.594936708861,149.220119706103,222.435897435897,87.3614194587034,674.030834144758,172.912294921278,0.0254226543259819,0.006078655276523
"Kodiak",2019,"Black",0.771986970684039,0.000575238848948103,0.741573033707865,0.000720460411222476,12278.4527687296,1416.54428934688,8621.52808988764,1364.19897991918,20899.9808586173,1966.63076872447,0.759143542138581,0.0179569640667746
"Kodiak",2019,"Copper",0,0,0.00374531835205993,1.40274095582769e-05,0,0,43.5430711610487,43.5430711610487,43.5430711610487,43.5430711610487,0.00158160150960912,0.0015911047879335
"Kodiak",2019,"Dark",0.0879478827361563,0.000262134159014326,0.0711610486891386,0.000248485540746619,1398.81107491857,299.44975350233,827.318352059925,221.471938130018,2226.12942697849,372.451304537483,0.0808590108233806,0.0115067390229886
"Kodiak",2019,"Dusky",0.0814332247557003,0.000244450505430026,0.0823970037453183,0.000284239614733505,1295.19543973941,286.011874850966,957.947565543071,243.532925528748,2253.14300528248,375.64754540973,0.0818402166751111,0.0115010996738251
"Kodiak",2019,"Silvergray",0.00325732899022801,1.06101921505798e-05,0,0,51.8078175895766,51.8078175895765,0,0,51.8078175895766,51.8078175895765,0.00188179933854842,0.00188784923896101
"Kodiak",2019,"Tiger",0,0,0.00374531835205993,1.40274095582769e-05,0,0,43.5430711610487,43.5430711610487,43.5430711610487,43.5430711610487,0.00158160150960912,0.0015911047879335
"Kodiak",2019,"Yelloweye",0.0553745928338762,0.000170941984648231,0.0973782771535581,0.0003304351439555,880.732899022801,228.677828143695,1132.11985018727,272.126227885302,2012.85274921007,355.452152880807,0.0731122280051603,0.0109439432312205
"Kodiak",2020,"Black",0.675438596491228,0.0019400114943468,0.73394495412844,0.00180805331886891,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak",2020,"Dark",0.12280701754386,0.000953322601644618,0.0825688073394495,0.0007013999943888,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak",2020,"Dusky",0.175438596491228,0.00128017606506563,0.0825688073394495,0.0007013999943888,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak",2020,"Tiger",0,0,0.0275229357798165,0.000247827998017376,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak",2020,"Yelloweye",0.0263157894736842,0.000226754590248327,0.073394495412844,0.000629701328295723,NA,NA,NA,NA,NA,NA,NA,NA
